"reviews_per_month";"name";"host_name";"neighbourhood_group";"neighbourhood";"latitude";"longitude";"room_type";"price";"minimum_nights";"number_of_reviews";"calculated_host_listings_count";"availability_365"
0.96;"Great new apt, close to everything";"Ana";"Manhattan";"Hell's Kitchen";40.7672;-73.98508;"Entire home/apt";250;3;94;1;3
0.07;"Quiet & Clean Retreat in the City";"I";"Manhattan";"East Village";40.73012;-73.99053;"Entire home/apt";239;3;7;1;351
1.09;"Stylish Large Gramercy Loft!";"R";"Manhattan";"Flatiron District";40.7403;-73.98498;"Entire home/apt";305;2;108;1;201
2.1;"The Brownstone-Luxury 1 Bd Apt/NYC";"Simon";"Manhattan";"Harlem";40.80931;-73.94343;"Entire home/apt";155;3;222;2;232
4.58;"PRIVATE Room on Historic Sugar Hill";"Agnes";"Manhattan";"Harlem";40.8251;-73.94287;"Private room";60;1;458;2;258
0.26;"South Slope Green";"Linda";"Brooklyn";"Windsor Terrace";40.6585;-73.98397;"Private room";135;2;21;1;272
0.3;"17 Flr. Manhattan Views, Nr. Subway";"Dave";"Manhattan";"Roosevelt Island";40.76193;-73.9501;"Private room";120;7;17;1;341
0.39;"Spacious 1BR, Adorable Clean Quiet";"Drica";"Manhattan";"Lower East Side";40.72052;-73.98589;"Entire home/apt";150;3;41;1;244
0.01;"Nice, clean, safe, convenient 3BR";"Mark";"Queens";"Ridgewood";40.70411;-73.89934;"Entire home/apt";140;14;1;5;365
0.67;"Franklin St Flat in Trendy Greenpoint Brooklyn";"Betty";"Brooklyn";"Greenpoint";40.73401;-73.95967;"Entire home/apt";135;2;69;1;12
0.18;"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5";"Ricardo & Ashlie";"Manhattan";"Chinatown";40.71756;-73.99503;"Entire home/apt";250;4;18;2;265
0.99;"Beautiful, elegant 3 bed SOHO loft";"Harrison";"Manhattan";"SoHo";40.72003;-74.00262;"Entire home/apt";500;4;94;1;329
0.1;"Spacious Greenwich Village Apt";"Jessica";"Manhattan";"Greenwich Village";40.73194;-73.99474;"Entire home/apt";225;5;10;1;91
1.83;"SpaHa Studio Monthly Rental";"Blanca";"Manhattan";"East Harlem";40.79163;-73.94573;"Entire home/apt";125;28;183;2;365
1.82;"City Room - Private Luxury Suite";"Wayne";"Manhattan";"Harlem";40.8118;-73.94434;"Private room";92;1;189;5;253
0.11;"Private Room/bath Luxurious Harlem";"Cynthia";"Manhattan";"Harlem";40.81583;-73.94707;"Private room";175;2;1;1;365
1.22;"The gem of the East Village";"Mich";"Manhattan";"East Village";40.72654;-73.98049;"Entire home/apt";99;2;127;1;320
0.34;"Huge Chelsea Loft";"Frank";"Manhattan";"Chelsea";40.74358;-74.00027;"Entire home/apt";500;2;35;1;348
1.8;"Exclusive Room with Private Bath in  LES";"Tunji";"Manhattan";"Chinatown";40.71445;-73.9908;"Private room";120;4;171;2;353
0.9;"Quiet, clean midtown apt w. elevato";"Anna/Fonzy";"Manhattan";"Midtown";40.75749;-73.96897;"Entire home/apt";110;200;92;1;140
2.3;"BK Sweet Suite w/Kitchen&FullBath";"Colette&Sean";"Brooklyn";"East Flatbush";40.64446;-73.9503;"Entire home/apt";65;3;238;1;2
0.58;"Great East Village Apartment Rental";"Brie";"Manhattan";"East Village";40.7268;-73.99079;"Entire home/apt";130;50;56;1;56
2.13;"BROWNSTONE SUNDRENCHED BEAUTY";"Sheila";"Brooklyn";"Bushwick";40.688;-73.9171;"Entire home/apt";99;3;111;1;68
1.85;"A SpeciaL!! Private Room in NY";"Lissette";"Staten Island";"Tompkinsville";40.63536;-74.08537;"Private room";36;2;193;6;360
1.71;"C Private Room By The Ferry";"Lissette";"Staten Island";"Tompkinsville";40.63518;-74.08546;"Private room";37;2;177;6;320
1.78;"Smallest House In The Village";"Olivia";"Manhattan";"East Village";40.72477;-73.98161;"Entire home/apt";175;3;185;2;326
0.7;"Beautiful modern studio apartment in heart of NYC";"Daniel";"Manhattan";"Chelsea";40.74238;-73.99567;"Entire home/apt";205;9;62;2;76
1.22;"Beautiful Landmarked Duplex";"Maya";"Brooklyn";"Greenpoint";40.72945;-73.95511;"Entire home/apt";285;3;124;3;279
1.77;"BROOKLYN > Guest Room w/ Queen Bed in Williamsburg";"Scott";"Brooklyn";"Williamsburg";40.70763;-73.95177;"Private room";59;2;181;2;15
3.19;"D Private Che@p Room 2 Explore NYC";"Lissette";"Staten Island";"Tompkinsville";40.63481;-74.08519;"Private room";36;2;333;6;340
4.5;"Safe cute near subway& Manhattan NY NY retro style";"Dennis & Naoko";"Queens";"Astoria";40.75384;-73.91433;"Entire home/apt";99;5;441;1;226
0.46;"Large and Cozy Private Bedroom";"Antonín";"Brooklyn";"Kensington";40.64106;-73.97426;"Private room";39;1;45;2;365
0.0;"LL3";"Carol Gloria";"Bronx";"Clason Point";40.81309;-73.85514;"Private room";90;2;0;7;349
0.5;"DOMINIQUE'S NY mini efficiency* wifi*metro*quiet";"Vie";"Bronx";"Eastchester";40.88057;-73.83572;"Entire home/apt";105;2;38;13;365
2.39;"Private, Large & Sunny Top Floor Apt  w/W&D";"Renée";"Brooklyn";"Bedford-Stuyvesant";40.68236;-73.94314;"Entire home/apt";135;2;248;2;11
1.38;"Cottage in the Village";"Olivia";"Manhattan";"East Village";40.72185;-73.98246;"Entire home/apt";390;5;143;2;316
0.41;"BEDROOM1 FOR RENT 10min from Manhan";"Helene";"Brooklyn";"Bedford-Stuyvesant";40.68503;-73.95385;"Private room";70;3;36;4;281
0.0;"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM";"Paula";"Manhattan";"Inwood";40.86648;-73.9263;"Private room";75;7;0;2;323
0.14;"Williamsburg near soho. / loftbed";"Kristian & Di";"Brooklyn";"Williamsburg";40.7069;-73.95467;"Private room";60;17;14;4;362
2.69;"BROOKLYN  STUDIO APARTMENT";"Niya";"Brooklyn";"Crown Heights";40.6778;-73.94339;"Private room";100;3;279;1;301
0.22;"BEDROOM2 FOR RENT  10min from Manh";"Helene";"Brooklyn";"Bedford-Stuyvesant";40.68317;-73.94701;"Private room";70;4;18;4;189
2.27;"Crown Heights Garden Apt.";"Anthony";"Brooklyn";"Crown Heights";40.67586;-73.95155;"Private room";60;2;227;2;287
0.16;"Amazing  Sunny & Breezy Home In the Heart of  NYC";"Tilly";"Manhattan";"Little Italy";40.71702;-73.99811;"Entire home/apt";90;14;1;1;14
1.96;"ENJOY Downtown NYC!!";"Edward";"Manhattan";"East Village";40.72321;-73.98157;"Private room";68;2;203;2;86
2.1;"Charming UWS Treehouse Apt";"Claire";"Manhattan";"Upper West Side";40.77956;-73.98098;"Entire home/apt";115;2;210;1;261
0.67;"Share a HOME - $75 for 1 bdrm/++ for 2 - Brooklyn";"Juhli";"Brooklyn";"Bedford-Stuyvesant";40.68276;-73.95264;"Private room";75;5;64;1;68
0.15;"CHARMING EAST VILLAGE 2 (or 1) BR";"Mary D";"Manhattan";"East Village";40.72956;-73.98158;"Entire home/apt";129;7;5;1;231
0.48;"Farmhouse Apartment in Williamsburg";"Valerie";"Brooklyn";"Williamsburg";40.71069;-73.95175;"Entire home/apt";130;10;49;1;152
1.27;"Bright+Spacious Williamsburg Abode!";"Larissa";"Brooklyn";"Williamsburg";40.70863;-73.94641;"Entire home/apt";95;4;132;1;46
0.26;"Suite Sugar Hill, Harlem, Private Rm in Hosted Apt";"Eric";"Manhattan";"Harlem";40.82888;-73.94307;"Private room";75;3;20;1;364
0.11;"Beautiful 1 Bedroom Apt Park Slope";"Jessica";"Brooklyn";"Park Slope";40.67319;-73.97323;"Entire home/apt";175;2;11;1;246
0.57;"CHARMING CARROLL GARDENS APT.";"Melissa";"Brooklyn";"Carroll Gardens";40.67846;-73.99443;"Entire home/apt";190;3;51;1;288
0.15;"Private Bedroom Brownstone Brooklyn";"Alex";"Brooklyn";"Crown Heights";40.6715;-73.94808;"Private room";49;21;15;5;331
1.31;"East Village Loft with Piano & Patio";"Samir";"Manhattan";"East Village";40.72681;-73.98534;"Entire home/apt";212;3;67;1;51
1.11;"Lower East Side Magic Room";"Tony";"Manhattan";"Lower East Side";40.71904;-73.99392;"Private room";95;1;109;3;364
0.11;"**Fantastic Williamsburg Apt**";"Luis Fernando";"Brooklyn";"Williamsburg";40.71031;-73.9583;"Entire home/apt";140;2;9;1;254
1.87;"West Harlem Home Base - Eco-Apt.";"Henning";"Manhattan";"Harlem";40.81322;-73.95306;"Entire home/apt";135;6;187;1;189
2.08;"Charming Garden Apt in Park Slope";"Stefano";"Brooklyn";"Park Slope";40.67732;-73.98225;"Entire home/apt";150;2;214;2;263
0.79;"Lovely, Modern, Garden Apartment";"Jana";"Brooklyn";"Gowanus";40.68076;-73.9896;"Entire home/apt";190;3;69;2;258
0.26;"Central Park 1BR sunny condo";"Per";"Manhattan";"East Harlem";40.79603;-73.94903;"Entire home/apt";124;28;22;1;103
0.56;"Cozy Garden Apartment  in Williamsburg";"Adrienne";"Brooklyn";"Williamsburg";40.71492;-73.96282;"Entire home/apt";135;30;56;1;42
0.93;"SoHa comfort-by NW Central Park!";"Elise";"Manhattan";"Morningside Heights";40.80393;-73.95838;"Private room";122;3;93;1;246
1.05;"Cozy room in Upper West Side";"Deda";"Manhattan";"Upper West Side";40.80082;-73.9652;"Private room";109;1;104;2;364
0.68;"Cozy Private Room in Apartment";"Share";"Manhattan";"Harlem";40.82976;-73.94867;"Private room";85;30;64;1;318
1.25;"The Cozy Brownstone Inn (discount)!";"Naimah";"Brooklyn";"Bedford-Stuyvesant";40.683;-73.91981;"Entire home/apt";145;3;127;2;72
0.32;"Prewar Penthouse w Private Terrace";"Violetta";"Manhattan";"Upper West Side";40.78971;-73.9729;"Entire home/apt";195;11;30;1;249
1.34;"Designer 2.5 BR Loft in Carroll Gardens by Subway";"Jenna";"Brooklyn";"Carroll Gardens";40.67817;-73.99495;"Entire home/apt";250;2;106;3;272
0.1;"Bright Beautiful Brooklyn";"Jason";"Brooklyn";"Greenpoint";40.73119;-73.95578;"Private room";125;3;6;1;325
1.88;"Unique spacious loft on the Bowery";"Alicia";"Manhattan";"Little Italy";40.71943;-73.99627;"Entire home/apt";575;2;191;1;298
0.55;"Nice renovated apt, prime location!";"Silvia";"Manhattan";"Upper West Side";40.78;-73.98249;"Entire home/apt";150;30;48;1;35
0.49;"Brooklyn Writer's Nook";"Joab";"Brooklyn";"Bushwick";40.70514;-73.91922;"Private room";70;5;47;1;203
1.27;"Private Bedroom in Large NYC Apartment";"Mary And Geoff";"Manhattan";"Inwood";40.86713;-73.92811;"Private room";90;2;120;1;132
0.63;"Large, Sunny Room East Village NYC";"Eyal";"Manhattan";"East Village";40.73198;-73.98881;"Private room";65;3;52;1;5
0.48;"Great Large 3 BR/2 Bath Duplex with Private Patio!";"Bruce";"Manhattan";"East Village";40.72542;-73.97986;"Entire home/apt";500;2;48;4;297
0.43;"All That Jazz. Uptown style on Sugar Hill.";"Kurt";"Manhattan";"Washington Heights";40.83494;-73.93869;"Entire home/apt";250;3;32;2;276
0.42;"Bright and lovely 1 bdrm apt in LES";"Jennifer";"Manhattan";"Chinatown";40.71659;-73.98945;"Entire home/apt";125;25;43;1;102
0.44;"Beautiful One Bed West Village - 4 Month Special";"Ruperto";"Manhattan";"West Village";40.72966;-74.00243;"Entire home/apt";200;30;39;1;251
0.5;"Gigantic Private Brooklyn Loft!";"Ben";"Brooklyn";"Greenpoint";40.72898;-73.95552;"Entire home/apt";229;1;50;1;188
0.35;"Condo Apartment with laundry in unit";"Thai";"Bronx";"Kingsbridge";40.87207;-73.90193;"Entire home/apt";90;30;4;2;346
0.36;"Private room in cozy Greenpoint";"Vanessa";"Brooklyn";"Greenpoint";40.72646;-73.95341;"Private room";59;3;29;1;15
0.6;"Food & Music Dream Apartment in Williamsburg";"Daniel";"Brooklyn";"Williamsburg";40.71015;-73.96101;"Entire home/apt";195;4;59;1;71
0.67;"French Garden cottage off Bedford";"Patty";"Brooklyn";"Williamsburg";40.71903;-73.9597;"Entire home/apt";169;1;68;2;215
0.27;"Alcove Studio w/ outdoor Patio Deck";"Amir";"Manhattan";"East Harlem";40.80892;-73.93985;"Entire home/apt";113;14;26;3;253
0.31;"Luxury 3 bed/ 2 bath apt in Harlem w/ terrace";"G & S";"Manhattan";"Harlem";40.80276;-73.9567;"Entire home/apt";250;14;31;1;78
2.01;"One Bedroom Mini studio - Free WIFI";"Nazleen";"Queens";"Astoria";40.77635;-73.93426;"Entire home/apt";115;2;198;1;257
2.17;"BROOKLYN > Guest Room w/ King Bed in Williamsburg";"Scott";"Brooklyn";"Williamsburg";40.71398;-73.95763;"Private room";69;2;220;2;8
2.81;"Bright Cozy Chinatown Studio Apt.";"Patricia";"Manhattan";"Lower East Side";40.71876;-73.98394;"Entire home/apt";150;3;286;1;191
3.97;"Eveland the Place to Stay & Enjoy a 5-�?�? 2bdrm";"Evelyn";"Brooklyn";"South Slope";40.66552;-73.99019;"Entire home/apt";169;2;398;3;182
0.36;"Superior @ Box House";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73749;-73.95292;"Private room";179;3;36;28;79
0.36;"Hells Kitchen Garden of Eden";"Moss Owen";"Manhattan";"Hell's Kitchen";40.76248;-73.9913;"Private room";150;3;36;1;49
0.3;"Lovely 3 bedroom in Italianate Brownstone w/garden";"Bliss";"Brooklyn";"Clinton Hill";40.6848;-73.96219;"Entire home/apt";350;6;14;1;156
0.76;"Williamsburg HUGE, PRIVATE BATH - Next to Train!";"Pam";"Brooklyn";"Williamsburg";40.70516;-73.95455;"Private room";120;14;76;6;343
1.81;"Cozy room in East Village with AC";"Jennifer";"Manhattan";"East Village";40.72329;-73.98486;"Private room";71;2;182;1;200
0.09;"Duplex w/ Terrace @ Box House Hotel";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73776;-73.95327;"Private room";349;3;8;28;60
0.07;"Loft w/ Terrace @ Box House Hotel";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73738;-73.95482;"Private room";349;3;7;28;60
0.51;"Spacious 3 Bedroom Duplex in Park Slope";"Ellis";"Brooklyn";"Park Slope";40.67542;-73.98142;"Entire home/apt";165;30;34;2;189
0.02;"Loft w/ Terrace @ Box House Hotel";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73842;-73.95312;"Private room";249;3;2;28;60
0.85;"Columbia Castle 2 BR";"Christopher";"Brooklyn";"Brooklyn Heights";40.69441;-73.99771;"Entire home/apt";200;3;80;2;106
2.4;"Charming Artist's Flat, East Village";"Sarah";"Manhattan";"East Village";40.72399;-73.98374;"Entire home/apt";169;4;240;1;276
1.07;"BEAUTIFUL 2 BEDROOM APARTMENT";"Ruthven";"Brooklyn";"Bedford-Stuyvesant";40.6824;-73.94615;"Entire home/apt";185;3;46;1;248
2.27;"Brooklyn Cove Studio Apt w/ Garden!!";"Julian";"Brooklyn";"Bushwick";40.68949;-73.91708;"Entire home/apt";65;2;228;1;194
0.05;"Ft. Greene garden gem, large and convenient";"Leslie";"Brooklyn";"Fort Greene";40.68819;-73.97258;"Entire home/apt";130;35;5;1;135
0.11;"Williamsburg penthouse with private roof cabana";"Sophie";"Brooklyn";"Williamsburg";40.7205;-73.96015;"Entire home/apt";199;30;8;1;30
0.14;"Superior @ Box House";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73813;-73.95394;"Private room";179;3;13;28;81
3.88;"Large Studio--Heart of East Village";"Kyle";"Manhattan";"East Village";40.72843;-73.98895;"Entire home/apt";139;1;388;1;142
2.22;"Huge.Bright.Clean.Safe. Private Room";"Ange";"Manhattan";"Two Bridges";40.71271;-73.99776;"Private room";95;3;223;2;60
0.11;"Garden 1BR/1BA Brownstone Apt - 2 blocks to subway";"Alex";"Brooklyn";"Crown Heights";40.66966;-73.94735;"Entire home/apt";79;15;11;5;179
1.51;"MODERN SPACIOUS 2 BR APT DOWNTOWN MANHATTAN";"T";"Manhattan";"Lower East Side";40.71965;-73.98766;"Entire home/apt";150;2;151;2;52
0.0;"The Brooklyn Waverly";"Sahr";"Brooklyn";"Clinton Hill";40.68613;-73.96536;"Entire home/apt";650;5;0;3;365
2.26;"WONDERFUL, COMFORTABLE STUDIO";"Marylyn";"Brooklyn";"Bedford-Stuyvesant";40.68048;-73.94911;"Entire home/apt";90;3;218;4;324
0.76;"MAISON DES SIRENES 2";"Nathalie";"Brooklyn";"Bedford-Stuyvesant";40.68314;-73.93963;"Entire home/apt";120;2;75;2;237
1.21;"Modern, Safe, Clean, Bright Room in Astoria for 2";"Savannah";"Queens";"Astoria";40.75961;-73.91117;"Private room";80;1;42;2;365
0.0;"LARGE 1BR (CONV 2BR) CROWN HEIGHTS";"Sadatu";"Brooklyn";"Crown Heights";40.67473;-73.94494;"Entire home/apt";100;90;0;1;365
3.74;"The Vernon On Greene";"Jason";"Brooklyn";"Bedford-Stuyvesant";40.69305;-73.93185;"Entire home/apt";175;2;370;1;204
1.04;"Beautiful, Bright’s, Warm & Spacious 1.5BR Apt";"Keishera";"Brooklyn";"Crown Heights";40.67174;-73.95663;"Entire home/apt";120;5;104;1;272
0.07;"Spacious Loft in Clinton Hill";"Eduardo";"Brooklyn";"Bedford-Stuyvesant";40.69465;-73.95458;"Entire home/apt";200;5;4;1;9
0.11;"The Brooklyn Waverly, One Bedroom";"Sahr";"Brooklyn";"Clinton Hill";40.68413;-73.96542;"Private room";165;4;11;3;365
0.01;"LOVELY APARTMENT IN THE HEART OF NY";"Shon";"Manhattan";"Kips Bay";40.73877;-73.97707;"Entire home/apt";125;4;1;3;181
0.19;"Groovy NYC Chelsea Pad";"Peter Michael";"Manhattan";"Chelsea";40.74893;-73.99544;"Entire home/apt";130;30;19;1;189
0.15;"Sunny Bklyn Jewel  Fort Greene JULY  - AUG 2019";"Wanda";"Brooklyn";"Fort Greene";40.68795;-73.97332;"Entire home/apt";123;30;15;1;189
1.37;"MANHATTAN Neat, Nice, Bright ROOM";"Giorgio";"Manhattan";"Washington Heights";40.85295;-73.93361;"Private room";67;2;136;1;296
0.45;"Bienvenue";;"Queens";"Queens Village";40.72413;-73.76133;"Private room";50;1;43;1;88
0.99;"Large Brand New Park Slope 1BR";"Mi";"Brooklyn";"Gowanus";40.66918;-73.99187;"Entire home/apt";130;7;98;1;35
0.46;"UWS Brownstone Near Central Park";"Chas";"Manhattan";"Upper West Side";40.78558;-73.9696;"Entire home/apt";212;21;45;1;35
1.76;"Artsy TopFloor Apt in PRIME BEDFORD Williamsburg";"Ade";"Brooklyn";"Williamsburg";40.71577;-73.96053;"Entire home/apt";190;3;124;1;359
0.09;"2 BR w/ Terrace @ Box House Hotel";"The Box House Hotel";"Brooklyn";"Greenpoint";40.73861;-73.95485;"Private room";599;3;9;28;60
1.68;"BOHEMIAN EAST VILLAGE 2 BED HAVEN";"Jason";"Manhattan";"East Village";40.72577;-73.98745;"Entire home/apt";249;5;166;2;365
0.13;"Oceanfront Apartment in Rockaway";"Michelle";"Queens";"Rockaway Beach";40.58615;-73.81245;"Private room";70;27;13;1;335
0.16;"Private 1-Bedroom Apt in Townhouse";"Alex";"Brooklyn";"Crown Heights";40.67086;-73.94872;"Entire home/apt";100;30;15;5;282
3.83;"Bright Room With A Great River View";"Alicia";"Manhattan";"Harlem";40.82773;-73.95231;"Private room";60;3;380;2;247
0.87;"Tree lined block modern apartment";"Olivia";"Brooklyn";"Bedford-Stuyvesant";40.68505;-73.95684;"Entire home/apt";135;2;86;1;102
2.53;"Sweet Historic Greenpoint Duplex";"Maya";"Brooklyn";"Greenpoint";40.72911;-73.95493;"Entire home/apt";175;3;248;3;274
0.56;"Riverside Charm with Fire Place";"Kai";"Manhattan";"Upper West Side";40.77944;-73.98567;"Entire home/apt";120;5;49;1;201
0.57;"Very Central, Nomad/Chelsea Loft Studio";"Driss";"Manhattan";"Midtown";40.74503;-73.98876;"Entire home/apt";169;18;54;1;98
0.03;"Sunny 3BR Apt Ideal for Family  ";"Marine";"Brooklyn";"Crown Heights";40.67539;-73.96093;"Entire home/apt";165;7;3;1;157
0.57;"UES Quiet & Spacious 1 bdrm for 4";"Olivia";"Manhattan";"Upper East Side";40.78491;-73.9508;"Entire home/apt";225;2;56;1;312
1.66;"ALL ABOUT A VERY COMFORTABLE ROOM..";"Carol";"Brooklyn";"Fort Greene";40.69088;-73.97307;"Private room";95;2;163;2;331
2.51;"Brooklyn- Crown Heights Garden Apt.";"Anthony";"Brooklyn";"Crown Heights";40.67555;-73.95057;"Private room";55;2;247;2;275
1.17;"Cozy room in Time Square!";"Natalia";"Manhattan";"Hell's Kitchen";40.75835;-73.99193;"Private room";85;10;116;1;174
0.28;"Large Park Slope Townhouse Duplex";"Susi";"Brooklyn";"South Slope";40.66527;-73.9886;"Entire home/apt";199;14;27;2;223
0.6;"Lower East Side 2 Bedroom Apt";"Tony";"Manhattan";"Lower East Side";40.71895;-73.99434;"Entire home/apt";211;1;52;3;361
0.35;"Sun-Drenched Hamilton Hts Jewel   ";"Jane";"Manhattan";"Harlem";40.82399;-73.95328;"Private room";65;14;35;1;283
3.23;"Your Stunning Vacation Apartment!";"Will";"Manhattan";"Harlem";40.81822;-73.94095;"Entire home/apt";99;1;320;1;220
0.32;"1 BDRM Apt-Weekend Sublease";"Lilly";"Queens";"Astoria";40.76434;-73.92132;"Entire home/apt";110;4;30;1;363
2.27;"ROOM WITH A  KITCHENETTE";"Marylyn";"Brooklyn";"Crown Heights";40.67705;-73.94925;"Entire home/apt";80;3;225;4;315
0.96;"Conveniently Located, Sunny Brooklyn Heights!";"LuLu";"Brooklyn";"Brooklyn Heights";40.69263;-73.99438;"Entire home/apt";150;30;95;1;281
0.75;"Style in Stuyvesant Heights";"Roberta";"Brooklyn";"Bedford-Stuyvesant";40.68448;-73.92747;"Entire home/apt";110;4;70;1;283
0.36;"Heart of Meatpacking & Chelsea";"Paul";"Manhattan";"Chelsea";40.74412;-74.00208;"Private room";290;2;35;1;20
0.51;"Williamsburg apartment right by the subway";"Itamar";"Brooklyn";"Williamsburg";40.70665;-73.94061;"Entire home/apt";190;4;50;1;331
0.31;"Spacious Brooklyn Loft - 2 Bedroom";"Vikram";"Brooklyn";"Williamsburg";40.72063;-73.95952;"Entire home/apt";200;2;29;1;36
0.23;"Park Slope Apt:, Spacious 2 bedroom";"Elizabeth";"Brooklyn";"Park Slope";40.67644;-73.98082;"Entire home/apt";165;2;23;2;7
1.44;"NYC Studio for Rent in Townhouse";"Christopher";"Manhattan";"Harlem";40.80481;-73.94794;"Entire home/apt";110;2;142;2;301
0.73;"⚡Quiet Gem w/roof deck on NY's Hottest Street⚡";"Justin";"Manhattan";"East Village";40.72533;-73.99143;"Entire home/apt";395;2;70;1;170
0.54;"Authentic New York City Living ";"Rodney";"Brooklyn";"Bedford-Stuyvesant";40.68569;-73.93038;"Private room";99;2;38;2;307
0.94;"SUPER BIG AND COZY PRIVATE BEDROOM";"Antonín";"Brooklyn";"Kensington";40.64302;-73.97255;"Private room";39;1;82;2;365
4.1;"☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests";"Seith";"Manhattan";"East Village";40.72939;-73.98857;"Entire home/apt";189;2;403;3;201
0.03;"Luxe, Spacious 2BR 2BA Nr Trains";"Katharine";"Brooklyn";"Gowanus";40.66862;-73.9926;"Entire home/apt";260;30;3;1;316
1.18;"City Room - Street View Apt";"Wayne";"Manhattan";"Harlem";40.81333;-73.94453;"Entire home/apt";122;1;116;5;271
